,0
10593,코드와 살아가기 는 년부터 년이 넘도록 소프트웨어 엔지니어 및 컨설턴트로 일한 엘런 울먼의 에세이를 엮은 책이다
10594,저자 엘런 울먼은 코넬 대학교 영문학과를 졸업했지만 진짜 기계를 손으로 만지고 싶다는 소망 코드를 짜서 소프트웨어를 창조 하고 싶다는 열망에 빠져 독학으로 코딩을 공부해 년부터 개발자로 일하게 된다
10595,울먼은 전자문서교환EDI 애플리케이션과 그래픽 사용자 인터페이스GUI를 개발하며 개발자로서의 경력을 시작했으며 그가 개발한 그래픽 사용자 인터페이스는 이후 마이크로소프트 윈도에 적용되기도 했다
10596,이후 울먼은 개발업계의 남자아이 문화에 질려 소프트웨어 컨설턴트로 직종을 옮겼고 년 넘게 머물던 IT 업계를 떠난 후에는 작가가 되어 인터넷 문화 및 정보기술을 중심 소재로 하는 소설 및 논픽션을 본격적으로 발표하기 시작했다
10597,울먼은 인터넷이 처음 부흥하던 시절에 소프트웨어 엔지니어로 일했던 경험을 바탕으로 마니아 독자층을 거느린 논픽션 책 컴퓨터에 다가가다Close to the 머신 를 썼고 이 책은 인터넷 대중문화를 다룬 대중적 고전이 되었다
10598,위 책을 비롯하여 그가 간간이 지면을 통해 발표해온 여러 에세이를 통해 울먼은 세기 디지털 문화 및 기술이 사회 감정 개인에 미치는 영향을 예리하게 서술하는 대표적인 작가로 자리매김했다
10599,이 책은 기계를 좋아하던 소녀였던 어린 시절에서부터 작가로 활발히 활동하던 년까지 울먼 자신이 기계장치와 소프트웨어 소프트웨어의 저층에 있는 코드 와 직업적으로 개인적으로 어떤 관계를 맺으며 시간을 보내왔는지를 엘런 울먼만의 명료하고 경쾌한 문체로 써 내려간 유일무이한 기술 에세이다
10600,나는 타인들의 대화를 엿들어서 프로그램으로 만들어야 하는 꿈을 꾸곤 했다
10601,한번은 사랑을 나누는 두 사람을 프로그래밍해야 했다
10602,꿈에서 그 둘이 땀에 절어 뒹구는 동안 나는 자리에 앉아 쥐가 난 손으로 코드를 짰다
10603,두 사람은 서로를 부드럽게 애무하다가 격정적으로 뒹굴었고 나는 그 사랑의 행위를 C라는 컴퓨터 언어로 표현할 방법을 찾지 못해 절망했다
10604,이 책의 첫 작품으로 수록된 시간을 벗어나다Outside of Time 는 울먼이 년에 하퍼스 메거진 에 첫 발표한 작품으로 발표 당시 인터넷 문화에 심취한 이들의 열렬한 애호를 받았다
10605,개발자는 시간을 벗어나 생활하는 존재다
10606,코드에 버그를 만들지 않기 위해서는 집중해야 하고 그러려면 정신없이 달려가는 생각들을 멈춰서는 안 되기 때문이다
10607,개발자가 된다는 것은 현실의 시곗바늘이 아니라 마음의 시곗바늘에 맞춰서 살아간다는 것이고 일의 고됨과 별개로 자신만의 시간대를 산다는 것은 개발자로서 자부심을 가질 만한 일로 여겨진다
10608,그런데 이 책은 자신만의 마음속 시간대에 맞춰 사는 개발자가 쓰는 코드 그리고 그 코드를 품고 있는 프로그램이 개발자의 생활 면모를 반영하고 그러한 삶의 양식을 모두에게 퍼뜨린다고 지적한다
10609,인터넷에 자유자재로 접속이 가능한 곳에서 우리는 언제든 피자를 주문할 수 있고 아무 데서나 호텔을 예약할 수 있고 시간 네트워크에 연결된 상태로 지낸다
10610,울먼은 이런 현대적 문화가 개발자들의 문화가 코드에 스며든 결과라고 본다
10611,또한 코드가 겹겹이 쌓여 만들어진 소프트웨어는 스마트하고 자족적인 존재가 아니라 아주 오래전부터 개발자들이 써온 코드로 겹겹이 쌓여 있으며 개발자들의 노고가 꾸준히 유지 보수하고 있는 것임을 울먼은 어렵지도 심각하지도 않은 문체로 독자들 앞에 펼쳐 보인다
10612,머신러닝 딥러닝을 처음 시작하는 분들을 위한 책입니다
10613,나의 첫 머신러닝 딥러닝 은 머신러닝 딥러닝을 시작하려는 모든 분들을 대상으로 합니다
10614,간단한 그림과 명쾌한 설명으로 이해하기 쉬운 알고리즘부터 차근차근 단계별로 배우면서 어려움 없이 머신러닝 딥러닝을 학습할 수 있도록 구성했습니다
10615,이번 개정판에서는 최신 트렌드로 자리 잡은 임베딩 및 전이학습의 이론과 실습을 추가했고 최신 텐서플로 로 작성된 코드를 구글 코랩을 활용해 온라인에서 직접 실습할 수 있게 구성했습니다
10616,바로 비즈니스에 적용할 수 있는 실무 기능을 쉽게 풀어냈습니다
10617,어느새 구글 애널리틱스는 이름만 들어도 대부분의 사람이 알 수 있는 데이터 분석 도구로 자리 잡았습니다
10618,특히 국내 대 기업의 가 구글 애널리틱스를 사용하고 있을 정도로 그 인기가 엄청나지만 아직도 구글 애널리틱스를 어려워하는 사람이 많습니다
10619,이 책은 단순한 사용법을 정리한 책이 아닙니다
10620,현장에서 구글 애널리틱스 기반의 데이터 분석 마케팅 경험과 비즈니스 성장에 고충을 겪는 클라이언트의 프로젝트 진행 경험을 정리했습니다
10621,구글 애널리틱스를 처음 공부하려고 하는데 무엇부터 공부해야 할지 몰라 막막해하는 분들을 위해서 이 책을 준비했습니다
10622,이 책에서 배우는 내용
10623,구글 애널리틱스에서 제공하는 데이터 보고서 해석하기
10624,구글 애널리틱스 목표 세팅 및 비즈니스의 데이터 전환율 살펴보기
10625,구글 태그 매니저를 활용한 사용자 이벤트 트래킹 방법론
10626,최신 구글 태그 매니저 트리거를 통한 더 깊은 사용자 데이터 분석 방법론
10627,개발 지식 없이 구글 애널리틱스 데이터 분석하기
10628,출판사의 사정에 따라 서비스가 변경 또는 중지될 수 있습니다
10629,윈도우 의 경우 사운드 연결이 없을시 동영상 재생에 오류가 발생할 수 있습니다
10630,이어폰 스피커 등이 연결되어 있는지 확인 하시고 재생하시기 바랍니다
10631,출판사의 사정에 따라 서비스가 변경 또는 중지될 수 있습니다
10632,윈도우 의 경우 사운드 연결이 없을시 동영상 재생에 오류가 발생할 수 있습니다
10633,이어폰 스피커 등이 연결되어 있는지 확인 하시고 재생하시기 바랍니다
10634,이 책은 생활 프로그래머 김창현 박사가 일상과 업무에서 파이썬 프로그래밍을 활용한 경험을 바탕으로 만들어졌습니다
10635,가장 쉬운 활용법인 계산기부터 미드 프렌즈 에서 대사 추출 아파트 실거래가 통계 분석 포털 사이트 기사 수집까지 총 개 프로그램을 직접 만들어 볼 수 있습니다
10636,이 프로그램들은 파이썬 문법을 한 번이라도 배운 적이 있는 사람이라면 누구나 따라 할 수 있는 수준으로 설계했습니다
10637,또한 각각의 프로그램은 우리 삶과 밀접한 생활 속 주제이므로 프로그램의 동작 방식을 이해하려고 억지로 애쓰지 않아도 됩니다
10638,이 책은 파이썬 입문서와 함께 보면서 프로그래밍 감각을 기르는 사람 또는 공부나 업무에 필요한 프로그램을 직접 개발해 보고 싶은 사람에게 적합합니다
10639,또한 이미 다른 언어에 익숙한 개발자가 파이썬을 빠르게 습득하고 싶을 때 지루한 문법서보다 즐겁게 배울 수 있습니다
10640,구슬이 서 말이어도 꿰어야 보배 라는 속담처럼 파이썬 문법 공부를 마쳤다면 이제 나만의 유용한 프로그램을 직접 만들어 보세요
10641,년 대한민국학술원 우수학술도서 선정도서
10642,우리는 지금 인공지능의 르네상스를 경험하고 있고 모든 사람은 이 변화에 참여하기를 원합니다
10643,그래서 여러분들은 지금 이 책을 학습하고 있습니다
10644,우리 주변에는 딥러닝에 관한 수많은 책이 있습니다
10645,그런데 왜 우리에게 이 책이 필요할까요 잠시 후에 그 이유를 알게됩니다
10646,년 이후 딥러닝 마이크로소프트 엔비디아 아마존 및 스퀘어 Square 등 기업에서 제품을 제작하는 동안 의 환경이 크게 변화했습니다
10647,연구는 끊임없이 발전하였고 바로 사용할 수 있을 만한 도구가 부족하다는 현실적인 문제에 직면하였습니다
10648,우리는 일반 사용자들을 위한 최종 제품으로 연구를 전환하는 방법에 대한 명확한 지침이 부족하다는 것을 커뮤니티가 성장하고 학습하는 동안 발견했습니다
10649,결국 최종 사용자는 웹 브라우저 스마트폰 또는 에지 장치 앞에서 종종 수많은 시간 동안의 해킹과 실험을 하고 블로그 깃허브 문제 스레드 스택 오버플로의 답변들을 광범위하게 검색하고 패키지 작성자들에게 이메일을 보내면서 난해한 지식을 얻어야 했습니다
10650,심지어 시장에 나온 책들도 이론이나 특정한 도구를 사용하는 방법에 더 초점을 맞추는 경향이 있었습니다
10651,우리가 구할 수 있는 책에서 배울 수 있는 최선은 장난감 같은 예제를 만드는 것이었습니다
10652,이론과 실제 사이의 차이를 메우기 위해 연구자들뿐만 아니라 실질적인 적용에 초점을 둔 최종 사용자들과도 인공지능에 대하여 대화할 수 있도록 이 책의 내용을 구성하였습니다
10653,이 책은 동기부여 사례뿐만 아니라 단순 취미부터 구글 규모의 엔지니어까지의 기술 수준과 생산 제품 안에 딥러닝을 배포하는 데 수반되는 노력을 기반으로 다양한 수준의 복잡성을 보여줄 수 있도록 구성되었습니다
10654,시간이 지나면서 고맙게도 초보자들에게 전체적인 접근이 가능해졌고 더 많은 툴을 사용할 수 있게 되었습니다
10655,ai나 DeepLearning
10656,ai과 같은 훌륭한 온라인 자료는 인공지능 모델을 어떻게 교육하는지를 어느 때보다 쉽게 이해시켜 주었습니다
10657,또한 책들은 텐서플로우와 파이토치 파이토치 와 같은 딥러닝 프레임워크를 사용하여 기본적인 교육 시장을 장악하였습니다
10658,그러나 이와 같은 상황에도 불구하고 이론과 생산 사이의 넓은 간격은 대부분 무시되었습니다
10659,우리는 이 간극을 메우고 싶어서 여러분이 지금 읽고 있는 이 책을 출판하게 되었습니다
10660,이 책은 컴퓨터 비전에 접근 가능한 언어와 즉시 실행 가능한 재미있는 프로젝트를 사용하여 머신러닝과 AI에 대한 지식이 필요 없는 간단한 분류기로 시작하여 점차 복잡성을 추가하고 정확성과 속도를 개선하면서 대상을 수백만 명의 사용자로 확장하고 다양한 하드웨어와 소프트웨어로 구현하며 결국 축소된 자율주행차를 제작하기 위하여 강화 학습을 사용하는 것으로 끝이 납니다
10661,거의 모든 장들은 동기를 부여하는 예에서 시작하여 솔루션을 구축하는 프로세스를 통해 물어볼 수 있는 질문을 미리 설정하고 다양한 수준의 복잡성과 노력으로 문제를 해결하기 위한 여러 가지 접근 방법을 논의합니다
10662,빠른 해결책을 찾고 있다면 한 장의 몇 페이지를 읽고 끝마칠 수도 있습니다
10663,해당 주제에 대해 좀 더 깊이 이해하기를 원하는 사람은 전체 장을 읽어야 합니다
10664,물론 모든 사람이 이 책에 포함된 사례 연구를 숙지해야 합니다
10665,그 이유는 읽어보면 재미있습니다
10666,또 이 책에서 논의된 개념을 사용하여 실제 제품을 만드는 방법을 보여줍니다
10667,또한 클라우드 브라우저 모바일 및 에지 장치를 사용하여 실제 애플리케이션을 구축하는데 있어 딥러닝 전문가와 업계 전문가가 직면한 많은 실질적인 문제에 대해서도 논의합니다
